,p,Rel-Nonrel,Nonrel-Rel,Rel_div_p,Nonrel_div_p,Egal-Util,Util-Egal,decision
53,6.3,0.3676703638812242,0.6323296361187758,-0.04688288910991,0.0125762081521763,0.5888888888888889,0.4111111111111111,-0.009285139774224072
54,6.4,0.3678146876435618,0.6321853123564382,-0.047112722245075,0.012521818208929,0.6000000000000001,0.3999999999999999,-0.009412641660927831
55,6.5,0.3679569660963939,0.6320430339036062,-0.0473375281700807,0.0124659937708106,0.6111111111111112,0.38888888888888884,-0.00953912872443889
56,6.6,0.3680972684789477,0.6319027315210523,-0.0475572565789466,0.0124089310561947,0.6222222222222222,0.37777777777777777,-0.00966445881339686
57,6.7,0.3682356590845471,0.631764340915453,-0.0477718718734401,0.0123508192276171,0.6333333333333333,0.3666666666666667,-0.00978849955591733
58,6.8,0.3683721898414646,0.6316278101585354,-0.0479813520924819,0.0122918288569648,0.6444444444444444,0.3555555555555556,-0.009911134798093727
59,6.9,0.3685069037703956,0.6314930962296044,-0.0481856891920646,0.0122321257845916,0.6555555555555556,0.34444444444444444,-0.01003225614502861
60,7.0,0.3686398449413084,0.6313601550586916,-0.0483848876631997,0.0121718606561148,0.6666666666666666,0.33333333333333337,-0.010151769654467136
61,7.1,0.3687710443648914,0.6312289556351086,-0.0485789640619955,0.0121111741142232,0.6777777777777777,0.3222222222222223,-0.010269591523670536
62,7.2,0.3689005304718798,0.6310994695281202,-0.0487679461610708,0.0120501975793635,0.6888888888888889,0.3111111111111111,-0.01038564790879775
63,7.3,0.3690283306669198,0.6309716693330801,-0.0489518719982979,0.0119890516503742,0.7,0.30000000000000004,-0.010499875672995481
64,7.4,0.3691544651709982,0.6308455348290019,-0.049130789025047,0.0119278483355473,0.7111111111111111,0.28888888888888886,-0.010612220283372819
65,7.5,0.3692789545645795,0.6307210454354205,-0.0493047530628903,0.0118666930132459,0.7222222222222222,0.2777777777777778,-0.010722634642953224
66,7.6,0.369401815080313,0.6305981849196869,-0.0494738274550989,0.0118056762932315,0.7333333333333333,0.2666666666666667,-0.010831083618622596
67,7.7,0.3695230621143596,0.6304769378856404,-0.0496380826799037,0.0117448884554919,0.7444444444444445,0.25555555555555554,-0.010937535000136833
68,7.8,0.369642711361195,0.630357288638805,-0.0497975947423511,0.0116844094029809,0.7555555555555555,0.24444444444444446,-0.011041965309219848
69,7.9,0.3697607710413946,0.6302392289586054,-0.0499524450878616,0.0116243090230479,0.7666666666666667,0.23333333333333328,-0.011144359055228363
70,8.0,0.369877257706188,0.630122742293812,-0.0501027192623293,0.0115646566657014,0.7777777777777778,0.2222222222222222,-0.011244703232495185
71,8.1,0.3699921786236469,0.630007821376353,-0.0502485066011387,0.0115055104838457,0.7888888888888889,0.21111111111111114,-0.011342992836189593
72,8.2,0.3701055471928735,0.6298944528071265,-0.0503898997879753,0.0114469261752532,0.7999999999999999,0.20000000000000007,-0.011439226134537968
73,8.3,0.3702173728019972,0.6297826271980028,-0.0505269934986311,0.0113889515650229,0.8111111111111112,0.18888888888888877,-0.011533406950995872
74,8.4,0.3703276652849873,0.6296723347150127,-0.0506598844323646,0.0113316299229216,0.8222222222222223,0.1777777777777777,-0.01162554285575231
75,8.5,0.3704364375053315,0.6295635624946685,-0.0507886712207395,0.0112750012187866,0.8333333333333334,0.16666666666666663,-0.011715644498209275
76,8.6,0.3705436969394625,0.6294563030605376,-0.0509134537197715,0.0112191014488367,0.8444444444444444,0.15555555555555556,-0.011803725243634489
77,8.7,0.3706494556784835,0.6293505443215165,-0.0510343301797908,0.0111639582442577,0.8555555555555555,0.1444444444444445,-0.0118898035042492
78,8.8,0.3707537237966882,0.6292462762033119,-0.0511514024345214,0.0111095995683419,0.8666666666666667,0.1333333333333333,-0.01197389877153273
79,8.9,0.3708565136338873,0.6291434863661127,-0.0512647690333077,0.0110560496231682,0.8777777777777778,0.12222222222222223,-0.012056031910582172
80,9.0,0.3709578345111076,0.6290421654888925,-0.0513745300151414,0.0110033265917513,0.8888888888888888,0.11111111111111116,-0.012136228016586
81,9.1,0.371057703282153,0.6289422967178471,-0.0514807846050988,0.0109514483807469,0.8999999999999999,0.10000000000000009,-0.012214512601757276
82,9.2,0.3711561273239435,0.6288438726760565,-0.0515836293530924,0.0109004282779397,0.911111111111111,0.08888888888888902,-0.012290912571880273
83,9.3,0.371253119532743,0.628746880467257,-0.0516831631287645,0.0108502766399345,0.9222222222222223,0.07777777777777772,-0.012365457949307893
84,9.4,0.3713486969438661,0.6286513030561339,-0.0517794793121076,0.0108010068911077,0.9333333333333333,0.06666666666666665,-0.012438175114569891
85,9.5,0.3714428683483977,0.6285571316516022,-0.0518726717460898,0.0107526193124483,0.9444444444444444,0.05555555555555558,-0.012509098429488354
86,9.6,0.3715356501869026,0.6284643498130974,-0.0519628358658659,0.010705122421684,0.9555555555555555,0.04444444444444451,-0.012578258206566544
87,9.7,0.371627054132878,0.628372945867122,-0.052050058761625,0.0106585169810228,0.9666666666666666,0.03333333333333344,-0.012645686291085857
88,9.8,0.3717170968764552,0.6282829031235447,-0.0521344342746038,0.0106128053834767,0.9777777777777779,0.022222222222222143,-0.01271141637923616
89,9.9,0.3718057933125486,0.6281942066874514,-0.0522160460349942,0.010567986621107,0.9888888888888889,0.011111111111111072,-0.012775480447955664
90,10.0,0.3718931564505311,0.6281068435494689,-0.0522949768144195,0.0105240569570403,1.0,0.0,-0.012837911797400396
