"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","smdfslv"
"ESS8e02_3",8,"2.3","23.11.2023",169,"AT",1.661153,1.7520081,0.3703929,0.6489313,2
"ESS8e02_3",8,"2.3","23.11.2023",171,"AT",1.0110208,0.7662616,0.3703929,0.28381783,3
"ESS8e02_3",8,"2.3","23.11.2023",172,"AT",0.43852878,0.34839442,0.3703929,0.12904282,2
"ESS8e02_3",8,"2.3","23.11.2023",173,"AT",0.7781155,0.5131266,0.3703929,0.19005845,2
"ESS8e02_3",8,"2.3","23.11.2023",174,"AT",0.9987675,0.7607064,0.3703929,0.28176025,2
"ESS8e02_3",8,"2.3","23.11.2023",177,"AT",0.88929296,0.5820935,0.3703929,0.21560329,2
"ESS8e02_3",8,"2.3","23.11.2023",178,"AT",1.1707522,0.89169776,0.3703929,0.33027852,2
"ESS8e02_3",8,"2.3","23.11.2023",180,"AT",0.89210397,0.38973317,0.3703929,0.14435439,3
"ESS8e02_3",8,"2.3","23.11.2023",181,"AT",0.45341262,0.36089322,0.3703929,0.13367228,2
"ESS8e02_3",8,"2.3","23.11.2023",186,"AT",0.9336193,0.79436386,0.3703929,0.29422674,1
"ESS8e02_3",8,"2.3","23.11.2023",189,"AT",1.271096,0.8414992,0.3703929,0.31168532,1
"ESS8e02_3",8,"2.3","23.11.2023",192,"AT",0.89775264,0.39220098,0.3703929,0.14526846,1
"ESS8e02_3",8,"2.3","23.11.2023",194,"AT",1.3907149,0.7477279,0.3703929,0.27695307,2
"ESS8e02_3",8,"2.3","23.11.2023",195,"AT",0.41317663,0.6529777,0.3703929,0.2418583,2
"ESS8e02_3",8,"2.3","23.11.2023",199,"AT",2.3255782,1.2997143,0.3703929,0.48140493,1
"ESS8e02_3",8,"2.3","23.11.2023",200,"AT",0.58166295,0.38357612,0.3703929,0.14207387,3
"ESS8e02_3",8,"2.3","23.11.2023",201,"AT",0.446821,0.3453024,0.3703929,0.12789756,3
"ESS8e02_3",8,"2.3","23.11.2023",203,"AT",1.3254508,0.74076504,0.3703929,0.2743741,1
"ESS8e02_3",8,"2.3","23.11.2023",204,"AT",1.0234799,0.6451886,0.3703929,0.23897327,1
"ESS8e02_3",8,"2.3","23.11.2023",207,"AT",1.760423,1.5432537,0.3703929,0.57161015,2
"ESS8e02_3",8,"2.3","23.11.2023",209,"AT",1.7364239,0.97044915,0.3703929,0.35944745,2
"ESS8e02_3",8,"2.3","23.11.2023",210,"AT",1.5262874,4,0.3703929,1.4815716,2
"ESS8e02_3",8,"2.3","23.11.2023",213,"AT",1.1671731,0.76968956,0.3703929,0.28508753,4
"ESS8e02_3",8,"2.3","23.11.2023",216,"AT",1.2019782,1.0297114,0.3703929,0.38139775,3
"ESS8e02_3",8,"2.3","23.11.2023",219,"AT",0.49518752,0.42054015,0.3703929,0.15576509,1
"ESS8e02_3",8,"2.3","23.11.2023",222,"AT",0.9868556,1.6462713,0.3703929,0.6097672,3
"ESS8e02_3",8,"2.3","23.11.2023",223,"AT",1.1805792,1.2961466,0.3703929,0.4800835,2
"ESS8e02_3",8,"2.3","23.11.2023",224,"AT",0.28116843,0.48060447,0.3703929,0.17801248,3
"ESS8e02_3",8,"2.3","23.11.2023",225,"AT",0.60296565,0.41472787,0.3703929,0.15361226,3
"ESS8e02_3",8,"2.3","23.11.2023",226,"AT",2.2794101,1.9357991,0.3703929,0.7170062,2
"ESS8e02_3",8,"2.3","23.11.2023",227,"AT",0.53416485,1.5528053,0.3703929,0.57514805,2
"ESS8e02_3",8,"2.3","23.11.2023",229,"AT",2.6623502,1.957494,0.3703929,0.72504187,2
"ESS8e02_3",8,"2.3","23.11.2023",230,"AT",0.446821,0.6576011,0.3703929,0.24357077,1
"ESS8e02_3",8,"2.3","23.11.2023",231,"AT",1.0848502,0.714016,0.3703929,0.26446646,2
"ESS8e02_3",8,"2.3","23.11.2023",233,"AT",0.45827988,0.36476704,0.3703929,0.13510711,2
"ESS8e02_3",8,"2.3","23.11.2023",234,"AT",1.0683297,0.78548974,0.3703929,0.2909398,1
"ESS8e02_3",8,"2.3","23.11.2023",236,"AT",0.826237,1.1379086,0.3703929,0.42147323,2
"ESS8e02_3",8,"2.3","23.11.2023",240,"AT",0.9478932,0.6250861,0.3703929,0.23152746,3
"ESS8e02_3",8,"2.3","23.11.2023",243,"AT",1.1784298,2.225377,0.3703929,0.8242639,2
"ESS8e02_3",8,"2.3","23.11.2023",245,"AT",0.53247005,0.36623985,0.3703929,0.13565263,2
"ESS8e02_3",8,"2.3","23.11.2023",247,"AT",1.0092835,0.85713834,0.3703929,0.31747794,2
"ESS8e02_3",8,"2.3","23.11.2023",252,"AT",0.8977526,1.1857047,0.3703929,0.4391766,8
"ESS8e02_3",8,"2.3","23.11.2023",253,"AT",0.8263533,0.6386044,0.3703929,0.23653454,2
"ESS8e02_3",8,"2.3","23.11.2023",257,"AT",0.8932074,0.7286241,0.3703929,0.2698772,1
"ESS8e02_3",8,"2.3","23.11.2023",258,"AT",1.1410472,0.9775132,0.3703929,0.36206394,2
"ESS8e02_3",8,"2.3","23.11.2023",261,"AT",0.826237,0.64166194,0.3703929,0.23766702,2
"ESS8e02_3",8,"2.3","23.11.2023",264,"AT",0.46953857,0.77237636,0.3703929,0.2860827,2
"ESS8e02_3",8,"2.3","23.11.2023",265,"AT",2.049286,3.699722,0.3703929,1.3703507,3
"ESS8e02_3",8,"2.3","23.11.2023",266,"AT",1.3404629,2.1184464,0.3703929,0.7846575,2
"ESS8e02_3",8,"2.3","23.11.2023",269,"AT",1.017525,1.3447134,0.3703929,0.4980723,3
"ESS8e02_3",8,"2.3","23.11.2023",271,"AT",1.0092835,0.80183697,0.3703929,0.29699472,2
"ESS8e02_3",8,"2.3","23.11.2023",273,"AT",0.578808,0.3790855,0.3703929,0.14041057,2
"ESS8e02_3",8,"2.3","23.11.2023",277,"AT",1.0553485,0.6911919,0.3703929,0.25601256,3
"ESS8e02_3",8,"2.3","23.11.2023",279,"AT",1.0308735,0.90869033,0.3703929,0.33657244,2
"ESS8e02_3",8,"2.3","23.11.2023",284,"AT",0.82635325,0.8594874,0.3703929,0.31834802,2
"ESS8e02_3",8,"2.3","23.11.2023",288,"AT",1.296011,1.7263058,0.3703929,0.6394114,2
"ESS8e02_3",8,"2.3","23.11.2023",291,"AT",0.42627102,0.5287629,0.3703929,0.19585001,8
"ESS8e02_3",8,"2.3","23.11.2023",293,"AT",0.9068252,0.69067913,0.3703929,0.25582263,2
"ESS8e02_3",8,"2.3","23.11.2023",295,"AT",0.61473596,0.46504363,0.3703929,0.17224886,3
"ESS8e02_3",8,"2.3","23.11.2023",297,"AT",0.8102303,1.8064612,0.3703929,0.6691004,2
"ESS8e02_3",8,"2.3","23.11.2023",301,"AT",0.4934278,0.8231357,0.3703929,0.3048836,2
"ESS8e02_3",8,"2.3","23.11.2023",302,"AT",0.889293,0.57923824,0.3703929,0.21454573,7
"ESS8e02_3",8,"2.3","23.11.2023",304,"AT",1.0110208,0.7662616,0.3703929,0.28381783,4
"ESS8e02_3",8,"2.3","23.11.2023",305,"AT",0.80677664,0.5320269,0.3703929,0.19705898,5
"ESS8e02_3",8,"2.3","23.11.2023",307,"AT",1.2308779,1.9596112,0.3703929,0.725826,2
"ESS8e02_3",8,"2.3","23.11.2023",310,"AT",1.8672386,1.9046919,0.3703929,0.70548433,2
"ESS8e02_3",8,"2.3","23.11.2023",311,"AT",1.3422717,0.87428457,0.3703929,0.3238288,2
"ESS8e02_3",8,"2.3","23.11.2023",314,"AT",0.66455954,0.50367546,0.3703929,0.18655781,5
"ESS8e02_3",8,"2.3","23.11.2023",322,"AT",1.1907046,1.0986067,0.3703929,0.4069161,1
"ESS8e02_3",8,"2.3","23.11.2023",323,"AT",0.8259059,0.5379512,0.3703929,0.19925329,2
"ESS8e02_3",8,"2.3","23.11.2023",325,"AT",0.5046418,0.38175827,0.3703929,0.14140055,2
"ESS8e02_3",8,"2.3","23.11.2023",327,"AT",0.57239133,0.43382046,0.3703929,0.16068402,3
"ESS8e02_3",8,"2.3","23.11.2023",331,"AT",1.2294719,2.3994193,0.3703929,0.88872784,2
"ESS8e02_3",8,"2.3","23.11.2023",332,"AT",0.81023026,0.6171076,0.3703929,0.22857228,5
"ESS8e02_3",8,"2.3","23.11.2023",333,"AT",0.8259059,1.1001192,0.3703929,0.40747634,2
"ESS8e02_3",8,"2.3","23.11.2023",334,"AT",0.76749814,0.6260783,0.3703929,0.23189496,1
"ESS8e02_3",8,"2.3","23.11.2023",335,"AT",1.2411673,2.0970826,0.3703929,0.7767445,2
"ESS8e02_3",8,"2.3","23.11.2023",336,"AT",1.0742333,0.69475245,0.3703929,0.25733137,2
"ESS8e02_3",8,"2.3","23.11.2023",338,"AT",0.889293,0.5820935,0.3703929,0.21560329,2
"ESS8e02_3",8,"2.3","23.11.2023",339,"AT",0.41317663,0.32087612,0.3703929,0.11885023,3
"ESS8e02_3",8,"2.3","23.11.2023",340,"AT",1.0110207,0.770039,0.3703929,0.285217,2
"ESS8e02_3",8,"2.3","23.11.2023",341,"AT",0.8611314,0.5428462,0.3703929,0.20106637,2
"ESS8e02_3",8,"2.3","23.11.2023",343,"AT",1.2059313,2.3234227,0.3703929,0.86057925,2
"ESS8e02_3",8,"2.3","23.11.2023",345,"AT",0.6874931,0.4502679,0.3703929,0.16677603,4
"ESS8e02_3",8,"2.3","23.11.2023",347,"AT",0.5902896,0.59028876,0.3703929,0.21863876,3
"ESS8e02_3",8,"2.3","23.11.2023",349,"AT",0.852542,0.5831711,0.3703929,0.21600243,1
"ESS8e02_3",8,"2.3","23.11.2023",351,"AT",0.578808,0.398112,0.3703929,0.14745785,4
"ESS8e02_3",8,"2.3","23.11.2023",352,"AT",1.024643,0.5793293,0.3703929,0.21457946,2
"ESS8e02_3",8,"2.3","23.11.2023",353,"AT",0.82635325,1.1380687,0.3703929,0.42153254,2
"ESS8e02_3",8,"2.3","23.11.2023",355,"AT",0.5143496,0.43763098,0.3703929,0.1620954,1
"ESS8e02_3",8,"2.3","23.11.2023",357,"AT",1.760423,1.1522987,0.3703929,0.42680323,2
"ESS8e02_3",8,"2.3","23.11.2023",358,"AT",0.5087625,0.34993365,0.3703929,0.12961294,3
"ESS8e02_3",8,"2.3","23.11.2023",360,"AT",2.6832702,3.9999995,0.3703929,1.4815714,4
"ESS8e02_3",8,"2.3","23.11.2023",362,"AT",0.46958333,0.7278241,0.3703929,0.26958087,3
"ESS8e02_3",8,"2.3","23.11.2023",363,"AT",0.51173997,0.27527758,0.3703929,0.10196086,3
"ESS8e02_3",8,"2.3","23.11.2023",364,"AT",3.4767869,1.788757,0.3703929,0.6625429,2
"ESS8e02_3",8,"2.3","23.11.2023",365,"AT",1.3148705,1.9351387,0.3703929,0.7167616,5
"ESS8e02_3",8,"2.3","23.11.2023",366,"AT",0.47394663,0.38464788,0.3703929,0.14247084,1
"ESS8e02_3",8,"2.3","23.11.2023",367,"AT",0.51173997,0.3241844,0.3703929,0.12007559,3
"ESS8e02_3",8,"2.3","23.11.2023",368,"AT",1.2019782,1.0297114,0.3703929,0.38139775,1
"ESS8e02_3",8,"2.3","23.11.2023",369,"AT",0.852542,0.5831711,0.3703929,0.21600243,1
"ESS8e02_3",8,"2.3","23.11.2023",370,"AT",1.3680397,0.7603708,0.3703929,0.28163594,1
"ESS8e02_3",8,"2.3","23.11.2023",373,"AT",0.99037504,1.0083532,0.3703929,0.37348688,1
"ESS8e02_3",8,"2.3","23.11.2023",375,"AT",1.7115707,2.6589432,0.3703929,0.9848536,2
"ESS8e02_3",8,"2.3","23.11.2023",379,"AT",1.1714828,1.044678,0.3703929,0.38694128,2
"ESS8e02_3",8,"2.3","23.11.2023",380,"AT",0.41317666,0.35845476,0.3703929,0.1327691,2
"ESS8e02_3",8,"2.3","23.11.2023",381,"AT",3.1246157,3.1391118,0.3703929,1.1627047,3
"ESS8e02_3",8,"2.3","23.11.2023",382,"AT",1.7849587,1.1748068,0.3703929,0.4351401,1
"ESS8e02_3",8,"2.3","23.11.2023",383,"AT",1.0848502,0.60629916,0.3703929,0.2245689,1
"ESS8e02_3",8,"2.3","23.11.2023",384,"AT",1.0683297,0.597066,0.3703929,0.221149,3
"ESS8e02_3",8,"2.3","23.11.2023",385,"AT",0.6850936,0.3683455,0.3703929,0.13643256,2
"ESS8e02_3",8,"2.3","23.11.2023",386,"AT",0.9336193,0.70759845,0.3703929,0.26208943,2
"ESS8e02_3",8,"2.3","23.11.2023",388,"AT",0.9257979,0.787709,0.3703929,0.29176182,1
"ESS8e02_3",8,"2.3","23.11.2023",389,"AT",1.1779996,0.76043946,0.3703929,0.28166136,2
"ESS8e02_3",8,"2.3","23.11.2023",391,"AT",1.1779996,0.76043946,0.3703929,0.28166136,1
"ESS8e02_3",8,"2.3","23.11.2023",392,"AT",0.5426262,0.3989661,0.3703929,0.1477742,3
"ESS8e02_3",8,"2.3","23.11.2023",394,"AT",1.7572243,0.9935286,0.3703929,0.36799592,2
"ESS8e02_3",8,"2.3","23.11.2023",395,"AT",1.271096,0.8995359,0.3703929,0.3331817,2
"ESS8e02_3",8,"2.3","23.11.2023",398,"AT",0.8921038,0.45672315,0.3703929,0.16916701,2
"ESS8e02_3",8,"2.3","23.11.2023",399,"AT",1.8684229,1.6209656,0.3703929,0.6003941,2
"ESS8e02_3",8,"2.3","23.11.2023",400,"AT",0.49938372,0.37848747,0.3703929,0.14018907,2
"ESS8e02_3",8,"2.3","23.11.2023",401,"AT",0.87705755,0.69678885,0.3703929,0.25808564,3
"ESS8e02_3",8,"2.3","23.11.2023",402,"AT",0.77811545,1.6384674,0.3703929,0.6068767,4
"ESS8e02_3",8,"2.3","23.11.2023",403,"AT",1.2456155,0.9673542,0.3703929,0.3583011,2
"ESS8e02_3",8,"2.3","23.11.2023",404,"AT",1.8718839,2.9172454,0.3703929,1.080527,2
"ESS8e02_3",8,"2.3","23.11.2023",406,"AT",1.296011,0.84831417,0.3703929,0.31420952,2
"ESS8e02_3",8,"2.3","23.11.2023",407,"AT",2.0594413,1.4087365,0.3703929,0.521786,1
"ESS8e02_3",8,"2.3","23.11.2023",409,"AT",0.7487535,0.56921923,0.3703929,0.21083476,2
"ESS8e02_3",8,"2.3","23.11.2023",410,"AT",0.4534126,0.38578308,0.3703929,0.1428913,2
"ESS8e02_3",8,"2.3","23.11.2023",412,"AT",0.99182886,2.2072155,0.3703929,0.81753695,2
"ESS8e02_3",8,"2.3","23.11.2023",413,"AT",1.0931792,0.72788966,0.3703929,0.26960516,2
"ESS8e02_3",8,"2.3","23.11.2023",414,"AT",0.84524995,0.74097824,0.3703929,0.27445307,2
"ESS8e02_3",8,"2.3","23.11.2023",416,"AT",0.8611314,0.5700917,0.3703929,0.21115792,2
"ESS8e02_3",8,"2.3","23.11.2023",417,"AT",2.6383712,2.3256602,0.3703929,0.861408,3
"ESS8e02_3",8,"2.3","23.11.2023",422,"AT",0.893642,0.6940091,0.3703929,0.25705606,3
"ESS8e02_3",8,"2.3","23.11.2023",423,"AT",1.1899725,0.7793631,0.3703929,0.28867054,2
"ESS8e02_3",8,"2.3","23.11.2023",425,"AT",1.2019782,2.671626,0.3703929,0.9895513,2
"ESS8e02_3",8,"2.3","23.11.2023",426,"AT",0.46499038,0.47431722,0.3703929,0.17568372,2
"ESS8e02_3",8,"2.3","23.11.2023",427,"AT",1.1805793,1.8340425,0.3703929,0.67931634,1
"ESS8e02_3",8,"2.3","23.11.2023",429,"AT",0.5087625,0.34993365,0.3703929,0.12961294,2
"ESS8e02_3",8,"2.3","23.11.2023",431,"AT",1.2615,0.9224276,0.3703929,0.34166062,4
"ESS8e02_3",8,"2.3","23.11.2023",432,"AT",0.43347356,0.2803458,0.3703929,0.103838086,1
"ESS8e02_3",8,"2.3","23.11.2023",433,"AT",0.9068252,0.687291,0.3703929,0.2545677,2
"ESS8e02_3",8,"2.3","23.11.2023",435,"AT",0.47394663,1.0774533,0.3703929,0.39908102,2
"ESS8e02_3",8,"2.3","23.11.2023",441,"AT",0.99182886,0.78796995,0.3703929,0.29185846,2
"ESS8e02_3",8,"2.3","23.11.2023",443,"AT",1.1397051,1.835225,0.3703929,0.67975426,1
"ESS8e02_3",8,"2.3","23.11.2023",445,"AT",0.43029726,0.36862743,0.3703929,0.13653699,1
"ESS8e02_3",8,"2.3","23.11.2023",446,"AT",0.7781752,0.96527916,0.3703929,0.35753253,1
"ESS8e02_3",8,"2.3","23.11.2023",450,"AT",1.6307768,2.1433287,0.3703929,0.79387367,1
"ESS8e02_3",8,"2.3","23.11.2023",451,"AT",1.7572241,1.5670171,0.3703929,0.580412,2
"ESS8e02_3",8,"2.3","23.11.2023",452,"AT",0.6228077,0.6477802,0.3703929,0.23993318,3
"ESS8e02_3",8,"2.3","23.11.2023",453,"AT",0.578808,0.32348308,0.3703929,0.119815834,2
"ESS8e02_3",8,"2.3","23.11.2023",455,"AT",1.2960111,0.88652074,0.3703929,0.32836097,2
